銘柄コード,上場区分,銘柄,株価,社名,英文社名,業種,代表者,決算,資本金,住所,電話番号(IR),上場市場,上場年月日,単元株数
8168,東証プライム,ケーヨー,---,ケーヨー,"Keiyo Co.,Ltd",小売業,實川　浩司,2月,"16,505,000千円",千葉県千葉市若葉区みつわ台１丁目２８番地１号,043-255-1111,東証プライム,1984年12月24日,100株
8170,東証1部,アデランス,---,アデランス,AderansCompanyLimited,その他製品,会長・社長　根本　信男,---,---,東京都新宿区荒木町１３−４,03-3350-3111,東証1部,1985年9月18日,100株
8171,名証2部,マックスバリュ中部,---,マックスバリュ中部,"MAXVALU CHUBU CO.,LTD.",小売業,鈴木芳知,---,---,愛知県名古屋市中区錦一丁目１８番２２号,052-857-0719,名証2部,1987年11月6日,100株
8173,東証プライム,上新電機,2320.0,上新電機,"Joshin Denki Co., Ltd.",小売業,金谷隆平,3月,"15,121,000千円",大阪府大阪市浪速区日本橋西一丁目６番５号,06-6631-1161,東証プライム,1972年9月1日,100株
8174,東証プライム,日本瓦斯,2151.0,日本瓦斯,"NIPPON GAS CO.,LTD.",小売業,柏谷　邦彦,3月,"7,070,000千円",東京都渋谷区代々木４ー３１ー８,03-5308-2111,東証プライム,1973年2月1日,100株
8175,東証1部,ベスト電器,---,ベスト電器,"BESTDENKICO.,LTD.",小売業,社長　小野　浩司,---,---,福岡市博多区千代６−２−３３,092-781-7161,東証1部,1973年8月31日,100株
8178,東証1部,マルエツ,---,マルエツ,TheMaruetsuInc.,小売業,社長　上田　真,---,---,東京都豊島区東池袋５−５１−１２,03-3590-1110,東証1部,1977年2月28日,1000株
8179,東証プライム,ロイヤルホールディングス,2584.0,ロイヤルホールディングス,"ROYAL HOLDINGS Co., Ltd.",小売業,阿部　正孝,12月,"17,830,000千円",福岡県福岡市博多区那珂三丁目２８番５号,03-5707-8873,東証プライム,1978年8月1日,100株
8181,東証スタンダード,東天紅,892.0,東天紅,"Totenko Co., Ltd.",小売業,小泉　和久,2月,"50,000千円",東京都台東区池之端１－４－１,03-3828-6272,東証スタンダード,1978年10月1日,100株
8182,東証プライム,いなげや,---,いなげや,"Inageya Co.,Ltd.",小売業,本杉　吉員,3月,"8,981,000千円",東京都立川市栄町六丁目１番地の１,042-537-5111,東証プライム,1978年10月1日,100株
8184,東証1部,島忠,---,島忠,"SHIMACHU CO.,LTD.",小売業,岡野恭明,8月,"16,533,000千円",埼玉県さいたま市中央区上落合８－３－３２,048-851-7711,東証1部,1979年11月14日,100株
8185,東証プライム,チヨダ,1205.0,チヨダ,"CHIYODA CO.,LTD",小売業,町野　雅俊,2月,"6,893,000千円",東京都杉並区荻窪四丁目３０番１６号,03-5335-4134,東証プライム,1980年4月23日,100株
8186,東証JASDAQ（スタンダード）,大塚家具,---,大塚家具,"OTSUKA KAGU,LTD.",小売業,三嶋　恒夫,4月,"4,581,299千円",東京都江東区有明三丁目６番１１号,03-5530-3770,東証JASDAQ（スタンダード）,1980年6月18日,100株
8187,ジ証,京樽,---,京樽,"KYOTARU CO.,LTD.",小売業,山下　昌三,---,---,東京都中央区日本橋人形町二丁目７番５号,03-5847-2311,ジ証,1980年7月16日,1株
8190,名証メイン,ヤマナカ,558.0,ヤマナカ,"YAMANAKA CO.,LTD.",小売業,中野　義久,3月,"4,220,000千円",愛知県名古屋市中村区岩塚町字西枝１番地の１,052-413-7232,名証メイン,1981年2月16日,100株
8191,東証JASDAQ（スタンダード）,光製作所,---,光製作所,"HIKARI FURNITURE CO., LTD.",卸売業,社長　安岡　定二,---,---,東京都荒川区東尾久４−７−１,03-3800-0111,東証JASDAQ（スタンダード）,1981年7月30日,100株
8192,大証,シグマ・ゲイン,---,シグマ・ゲイン,"SIGMA GAIN CO.,LTD.",小売業,---,---,---,---,---,大証,---,1000株
8193,東証1部,鈴丹,---,鈴丹,"SUZUTANCO.,LTD.",小売業,取締役社長　吉田馨,---,---,愛知県名古屋市昭和区広路通二丁目5番地,0527648005,東証1部,1982年4月26日,100株
8194,東証プライム,ライフコーポレーション,3660.0,ライフコーポレーション,LIFE CORPORATION,小売業,岩崎　高治,2月,"10,004,000千円",大阪府大阪市淀川区西宮原二丁目２番２２号,03-6717-2500,東証プライム,1982年10月1日,100株
8196,東証1部,カスミ,---,カスミ,"KASUMICO.,LTD.",小売業,社長　藤田　元宏,---,---,茨城県つくば市西大橋５９９−１,029-850-1850,東証1部,1982年12月15日,100株
8197,東証1部,東急ストア,---,東急ストア,"TOKYU STORE CHAIN CO.,LTD.",小売業,---,---,---,---,---,東証1部,---,1000株
8198,東証スタンダード,マックスバリュ東海,3205.0,マックスバリュ東海,"Maxvalu Tokai Co.,Ltd.",小売業,作道　政昭,2月,"2,267,000千円",静岡県浜松市中央区篠ケ瀬町１２９５番地１,053-421-7000,東証スタンダード,2004年7月30日,100株
8200,東証プライム,リンガーハット,2272.0,リンガーハット,"RINGER HUT CO.,LTD",小売業,佐々野　諸延,2月,"9,002,762千円",長崎県長崎市鍛冶屋町６番５０号,03-5745-8611,東証プライム,1985年10月2日,100株
8201,東証1部,さが美グループホールディングス,---,さが美グループホールディングス,"SAGAMI GROUP HOLDINGS Co.,Ltd.",小売業,社長　平松　達夫,---,---,神奈川県平塚市田村８−２１−９,0463-52-0850,東証1部,1985年10月28日,1000株
8202,東証スタンダード,ラオックスホールディングス,181.0,ラオックスホールディングス,"Laox Holdings CO.,LTD.",小売業,矢野　輝治,12月,"100,000千円",東京都港区虎ノ門４丁目３番１号,03-5405-8859,東証スタンダード,1985年12月4日,100株
8203,東証プライム,ミスターマックス・ホールディングス,681.0,ミスターマックス・ホールディングス,MrMax Holdings Ltd.,小売業,平野　能章,2月,"10,229,000千円",福岡県福岡市東区松田一丁目５番７号,092-623-1111,東証プライム,1986年4月1日,100株
8205,東証JASDAQ（スタンダード）,シャクリー・グローバル・グループ,---,シャクリー・グローバル・グループ,"SHAKLEE GLOBAL GROUP,INC.",卸売業,佐藤　彰展,3月,"100,000千円",東京都新宿区西新宿二丁目６番１号,03-3340-3601,東証JASDAQ（スタンダード）,1986年8月13日,100株
8206,大証,ステラ・グループ,---,ステラ・グループ,"STELLAR GROUP CO.,LTD.",小売業,津田　由行,---,---,大阪府大阪市中央区島之内一丁目４番３２号,06-6245-4415,大証,1986年10月1日,1000株
8207,東証スタンダード,テンアライド,276.0,テンアライド,"TEN ALLIED CO.,LTD.",小売業,飯田　永太,3月,"50,000千円",東京都目黒区鷹番二丁目１６番１８号　Ｋビル,03-5768-7490,東証スタンダード,1986年11月12日,100株
8208,東証スタンダード,エンチョー,---,エンチョー,"ENCHO CO.,LTD.",小売業,遠藤　秀男,3月,"2,902,000千円",静岡県富士市中央町２丁目１２番１２号,0545-57-0850,東証スタンダード,1986年11月21日,100株
8209,東証スタンダード,フレンドリー,---,フレンドリー,FRIENDLY CORPORATION,小売業,國吉　康信,3月,"50,000千円",大阪府大東市寺川３丁目１２番１号,072-874-2747,東証スタンダード,1986年11月4日,100株
8211,東証1部,相鉄ローゼン,---,相鉄ローゼン,"SOTETSU ROSEN CO.,LTD.",小売業,---,---,---,---,---,東証1部,---,1000株
8214,東証プライム,ＡＯＫＩホールディングス,1296.0,ＡＯＫＩホールディングス,AOKI Holdings Inc.,小売業,田村　春生,3月,"23,282,000千円",神奈川県横浜市都筑区葛が谷６番５６,045-941-1388,東証プライム,1987年4月8日,100株
8215,東証スタンダード,銀座山形屋,1425.0,銀座山形屋,"GINZA YAMAGATAYA CO.,LTD.",小売業,小口　弘明,3月,"100,000千円",東京都中央区湊二丁目４番１号,03-6866-0276,東証スタンダード,1987年9月9日,100株
8216,大証,どん,---,どん,"DON CO.,LTD.",小売業,---,---,---,---,---,大証,---,1000株
8217,東証プライム,オークワ,788.0,オークワ,"OKUWA CO., LTD.",小売業,大桑　弘嗣,2月,"14,117,000千円",和歌山県和歌山市中島１８５番地の３,073-425-2481,東証プライム,1987年10月8日,100株
8218,東証プライム,コメリ,2923.0,コメリ,"KOMERI CO.,LTD.",小売業,捧　雄一郎,3月,"18,802,000千円",新潟県新潟市南区清水４５０１番地１,025-371-4111,東証プライム,1987年10月28日,100株
8219,東証プライム,青山商事,2137.0,青山商事,"AOYAMA TRADING Co., Ltd.",小売業,青山　理,3月,"62,504,000千円",広島県福山市王子町一丁目３番５号,084-920-0050,東証プライム,1987年11月9日,100株
8225,東証スタンダード,タカチホ,2830.0,タカチホ,"Takachiho Co.,Ltd",卸売業,久保田　一臣,3月,"1,000,000千円",長野県長野市大豆島５８８８番地,026-221-6677,東証スタンダード,1994年10月13日,100株
8226,東証スタンダード,理経,341.0,理経,RIKEI CORPORATION,卸売業,猪坂　哲,3月,"3,426,916千円",東京都新宿区西新宿３丁目２番１１号　新宿三井ビルディング二号館１４階,03-3345-2153,東証スタンダード,1988年12月19日,100株
8227,東証プライム,しまむら,8690.0,しまむら,"SHIMAMURA Co.,Ltd.",小売業,鈴木　誠,2月,"17,086,000千円",埼玉県さいたま市大宮区北袋町１丁目６０２番１号,048-631-2131,東証プライム,1988年12月23日,100株
8228,名証メイン,マルイチ産商,1100.0,マルイチ産商,"MARUICHI Co.,Ltd.",卸売業,柏木　康全,3月,"3,719,000千円",長野県長野市市場３番地４８,026-285-4101,名証メイン,1988年12月1日,100株
8229,東証1部,ＣＦＳコーポレーション,---,ＣＦＳコーポレーション,CFSCorporation,小売業,社長　宮下　雄二,---,---,横浜市港北区新横浜２−３−１９,045-476-7474,東証1部,1988年12月7日,100株
8230,東証スタンダード,はせがわ,306.0,はせがわ,"HASEGAWA CO., LTD.",小売業,新貝　三四郎,3月,"4,037,000千円",福岡県福岡市博多区上川端町１２番１９２号,0570-01-7676,東証スタンダード,1988年11月10日,100株
8233,東証プライム,高島屋,1298.0,高島屋,"Takashimaya Company,Limited",小売業,村田　善郎,2月,"66,025,000千円",大阪府大阪市中央区難波５丁目１番５号,03-3211-4111,東証プライム,1949年5月16日,100株
8234,東証1部,大丸,---,大丸,"THE DAIMARU,INC.",小売業,---,---,---,---,---,東証1部,---,1000株
8236,東証1部,丸善,---,丸善,"MARUZEN COMPANY,LIMITED",小売業,---,---,---,---,---,東証1部,---,1000株
8237,東証プライム,松屋,1088.0,松屋,"MATSUYA CO., LTD.",小売業,古屋　毅彦,2月,"7,132,000千円",東京都中央区銀座三丁目６番１号,03-3567-1211,東証プライム,1961年10月2日,100株
8238,東証1部,伊勢丹,---,伊勢丹,ISETAN COMPANY LIMITED,小売業,---,---,---,---,---,東証1部,---,100株
8242,東証プライム,エイチ・ツー・オー　リテイリング,2275.0,エイチ・ツー・オー　リテイリング,H2O RETAILING CORPORATION,小売業,荒木　直也,3月,"17,796,000千円",大阪府大阪市北区角田町８番７号,06-6365-8120,東証プライム,1949年5月16日,100株
8244,東証スタンダード,近鉄百貨店,2263.0,近鉄百貨店,"Kintetsu Department Store CO.,Ltd.",小売業,梶間　隆弘,2月,"15,000,000千円",大阪府大阪市阿倍野区阿倍野筋１丁目１番４３号,06-6655-7030,東証スタンダード,1949年7月1日,100株
8245,東証1部,丸栄,---,丸栄,MARUEIDEPARTMENTSTORECOMPANYLIMITED,小売業,社長　野原　太二雄,---,---,名古屋市中区栄３−３−１,052-264-1211,東証1部,1949年5月16日,1000株
8246,福証,岩田屋,---,岩田屋,"IWATAYA DEPARTMENT STORE CO.,LTD.",小売業,---,---,---,---,---,福証,---,500株
8247,東証スタンダード,大和,426.0,大和,"Daiwa Co.,Ltd.",小売業,宮　二朗,2月,"100,000千円",石川県金沢市片町二丁目２番５号,076-220-1100,東証スタンダード,1949年7月4日,100株
8248,東証1部,ニッセンホールディングス,---,ニッセンホールディングス,"NissenHoldingsCO.,LTD.",小売業,社長　脇田　珠樹,---,---,京都市南区西九条院町２６,075-682-2001,東証1部,1988年10月3日,100株
8249,東証スタンダード,テクノアソシエ,---,テクノアソシエ,"TECHNO ASSOCIE Co., Ltd.",卸売業,森谷　守,3月,"5,001,000千円",大阪府大阪市西区土佐堀３丁目３番１７号,06-6459-2129,東証スタンダード,1988年11月16日,100株
8251,東証1部,パルコ,---,パルコ,"PARCO CO.,LTD.",小売業,牧山　浩三,2月,"34,367,000千円",東京都豊島区南池袋一丁目２８番２号,03-3477-5791,東証1部,1987年1月23日,100株
8252,東証プライム,丸井グループ,2547.5,丸井グループ,"MARUI GROUP CO.,LTD.",小売業,青井　浩,3月,"35,920,000千円",東京都中野区中野４丁目３番２号,03-3384-0101,東証プライム,1963年4月1日,100株
8253,東証プライム,クレディセゾン,3649.0,クレディセゾン,"Credit Saison Co.,Ltd.",その他金融業,水野　克己,3月,"75,929,000千円",東京都豊島区東池袋三丁目１番１号,03-3988-2110,東証プライム,1963年7月2日,100株
8254,東証スタンダード,さいか屋,403.0,さいか屋,"Saikaya Department Store Co.,Ltd.",小売業,山野井　輝夫,8月,"2,195,768千円",神奈川県川崎市川崎区日進町１番地,046-822-8003,東証スタンダード,1964年8月1日,100株
8255,東証プライム,アクシアル　リテイリング,915.0,アクシアル　リテイリング,Axial Retailing Inc.,小売業,原　和彦,3月,"3,159,000千円",新潟県長岡市中之島１９９３番地１７,0258-66-6711,東証プライム,1988年10月25日,100株
8256,東証スタンダード,プロルート丸光,---,プロルート丸光,"MARUMITSU CO.,LTD.",卸売業,森本　裕文,3月,"662,460千円",大阪府大阪市中央区北久宝寺町二丁目１番３号,06-6262-0303,東証スタンダード,1988年11月7日,100株
8257,東証JASDAQ（スタンダード）,山陽百貨店,---,山陽百貨店,"Sanyo Department Store Co., Ltd.",小売業,高野　勝,2月,"405,000千円",兵庫県姫路市南町１番地,079-223-1231,東証JASDAQ（スタンダード）,1970年4月27日,100株
8258,東証1部,セディナ,---,セディナ,CEDYNA FINANCIAL CORPORATION,その他金融業,山下　一,---,---,愛知県名古屋市中区丸の内三丁目２３番２０号,03-6714-7723,東証1部,1961年10月2日,100株
8260,東証スタンダード,井筒屋,415.0,井筒屋,"IZUTSUYA CO.,LTD.",小売業,影山　英雄,2月,"100,000千円",福岡県北九州市小倉北区船場町１番１号,093-522-3414,東証スタンダード,1961年12月1日,100株
8263,東証1部,ダイエー,---,ダイエー,TheDaieiInc.,小売業,社長　村井　正平,---,---,東京都江東区東陽２−２−２０,03-6388-7100,東証1部,1971年3月1日,100株
