特色,連結事業,従業員数（単独）,従業員数（連結）,平均年齢,平均年収
傘下に北陸銀行と北海道銀行。地銀広域統合の先駆。横浜銀とシステムなど提携。証券子会社も,【資金】定期23、普通66、当座9、通知0、他2【資産】現・預け金28、有価証券11、貸出金58、他3【融資】中小企業等向け63、住宅・消費者向け37(2024.3),4274,4718,40.1,6080000
地銀上位。県内シェアは預金４割弱。貸出金３割半ば。持株会社に移行し地元で多様なサービス,【資金】定期28、普通57、当座6、通知0、他9【資産】現・預け金16、有価証券12、貸出金69、他3【融資】中小企業等向け66、住宅・消費者向け25(2020.3),3238,3575,39.6,6490000
山陰地盤。鳥取、島根で預金高１位。広島、岡山、大阪、兵庫にも展開。営業地域が広範な点に特徴,【資金】定期39、普通50、当座3、通知1、他6【資産】現・預け金12、有価証券21、貸出金65、他2【融資】中小企業等向け74、住宅・消費者向け26(2024.3),1766,1944,41.5,6990000
地銀上位。岡山県首位。広島、香川に展開。兵庫も強化中。財務良好。２２年１０月持株会社化,【資金】定期24、普通64、当座5、通知1、他6【資産】現・預け金17、有価証券25、貸出金52、他6【融資】中小企業等向け73、住宅・消費者向け24(2022.3),2780,3133,38.5,6530000
地銀中下位。鳥取唯一の地銀だが預貸シェアは山陰合同の次。県東部地盤。西部と島根東部強化,【資金】定期36、普通59、当座4、通知0、他1【資産】現・預け金11、有価証券10、貸出金76、他2【融資】中小企業等向け67、住宅・消費者向け30(2024.3),651,657,38.9,5220000
愛媛から瀬戸内展開、資金量四国一。中小企業、個主体。シンガポールに支店。頭取は生え抜き,【資金】定期31、普通49、当座5、通知0、他15【資産】現・預け金18、有価証券20、貸出金59、他3【融資】中小企業等向け78、住宅・消費者向け24(2022.3),2670,3044,37.4,6710000
香川県を地盤に岡山県や大阪府など瀬戸内地域に展開。資金量は四国で２位。大企業取引多い,【資金】定期21、普通63、当座7、通知1、他8【資産】現・預け金19、有価証券19、貸出金59、他3【融資】中小企業等向け72、住宅・消費者向け19(2024.3),1937,2193,41.2,6350000
高知、徳島を中心に四国全県へ展開。１８７８年創業。みずほ銀と親密。高知県の指定銀行,【資金】定期30、普通58、当座7、通知0、他5【資産】現・預け金7、有価証券28、貸出金63、他3【融資】中小企業等向け73、住宅・消費者向け18(2024.3),1255,1298,39.0,6540000
前身は１８７９年創業。徳島県内預金シェアは３割と首位。関西も展開、証券仲介で野村と提携,【資金】定期26、普通60、当座6、通知0、他8【資産】現・預け金10、有価証券27、貸出金60、他3【融資】中小企業等向け79、住宅・消費者向け15(2024.3),1302,1389,42.8,7020000
鹿児島地盤、宮崎へ展開。格付けは九州地銀で最高圏。肥後銀行と経営統合、９月２８日上場廃止,【資金】定期39、普通51、当座2、通知0、他8【資産】現・預け金3、有価証券29、貸出金66、他2【融資】中小企業等向け70、住宅・消費者向け30(2015.3),2265,2387,38.5,6190000
地銀中位。大分県地盤だが福岡、宮崎、熊本でも店舗展開。香港駐在員事務所も。企業育成に注力,【資金】定期22、普通69、当座5、通知0、他4【資産】現・預け金19、有価証券31、貸出金48、他2【融資】中小企業等向け74、住宅・消費者向け34(2024.3),1547,1682,39.0,6560000
宮崎県の指定金融機関。鹿児島、福岡など域外にも展開。農業、医療・介護向けの金融も注力,【資金】定期23、普通71、当座2、通知0、他4【資産】現・預け金23、有価証券20、貸出金56、他1【融資】中小企業等向け83、住宅・消費者向け39(2024.3),1317,1465,39.0,6240000
熊本県のガリバー地銀。鹿児島銀と１５年１０月統合。９月２８日上場廃止、１０月１日持株会社が上場,【資金】定期41、普通47、当座2、通知0、他10【資産】現・預け金6、有価証券35、貸出金57、他2【融資】中小企業等向け62、住宅・消費者向け27(2015.3),2251,2511,40.6,6360000
地銀中位。県内は貸出金シェア４割超、預金シェア５割超。福岡県にも多数出店して開拓,【資金】定期23、普通67、当座8、通知0、他2【資産】現・預け金6、有価証券22、貸出金70、他2【融資】中小企業等向け67、住宅・消費者向け23(2024.3),1160,1317,41.0,6100000
長崎地盤で地銀中位。第十八国立銀が前身。貸出シェア３割強。ふくおかＦＧと１９年４月統合へ,【資金】定期34、普通56、当座5、通知0、他6【資産】現・預け金10、有価証券32、貸出金57、他2【融資】中小企業等向け61、住宅・消費者向け23(2018.3),1313,1453,39.6,6120000
戦後設立。預金量は約２・３兆で地銀中位。信託併営。財務体質が良好。１０月に持株会社化,【資金】定期28、普通68、金銭信1、他3【資産】現・預け金17、有価証券16、貸出金65、他2【融資】中小企業等向け88、住宅・消費者向け41(2021.3),1179,1625,37.8,5610000
貸出、預金シェアは沖縄県トップ。ミニ店舗やローンセンターなどチャネル充実を積極推進,【資金】定期23、普通73、当座1、通知0、他3【資産】現・預け金11、有価証券23、貸出金63、他3【融資】中小企業等向け87、住宅・消費者向け35(2024.3),1378,1772,40.3,6090000
東京、神奈川北東部が地盤の地銀。東京都民銀行と統合で９月２６日上場廃止、持株会社１０月上場,【資金】定期46、普通49、当座2、通知0、他3【資産】現・預け金3、有価証券29、貸出金65、他3【融資】中小企業等向け80、住宅・消費者向け23(2014.3),1658,1770,40.2,6270000
金融機関からのＡＴＭ手数料が柱。セブン‐イレブン店舗中心にＡＴＭ設置。海外展開も,【資金】定期23、普通77、他0【資産】現・預け金62、有価証券11、貸出金3、他24【融資】中小企業等向け0、住宅・消費者向け100(2024.3),666,1344,41.1,6960000
３メガバンクの一角。旧富士、第一勧業、日本興業の３行が前身。銀行・信託・証券の連携加速,【資金】預金79、金銭信14、他8【資産】現・預け金19、有価証券10、貸出金25、他46【融資】中小企業等向け58、住宅・消費者向け12(2024.3),---,53185,39.9,8110000
紀陽銀と和歌山銀が統合し県内１行に。大阪府南部も強化。９月２６日上場廃止、１０月１日再上場,【資金】定期51、普通39、当座5、通知0、他5【資産】現・預け金5、有価証券26、貸出金67、他2【融資】中小企業等向け76、住宅・消費者向け34(2013.3),2376,---,37.0,5820000
高知の第二地銀。県内シェアは貸出金約２５％、預貯金約１５％。地元シェア高い。公的資金は完済,【資金】定期42、普通51、当座6、通知0、他1【資産】現・預け金6、有価証券26、貸出金66、他2【融資】中小企業等向け76、住宅・消費者向け16(2024.3),710,743,40.9,5690000
傘下に山口銀、もみじ銀、北九州銀。証券やリースにも展開し、金融コングロマリット化を標榜,【資金】定期34、普通55、当座5、通知0、他6【資産】現・預け金11、有価証券17、貸出金68、他4【融資】中小企業等向け62、住宅・消費者向け17(2024.3),---,3872,---,---
小売りや卸への売掛債権を買い取り現金化。医療債権も扱う。ＴＯＢで芙蓉総合リース傘下に,アセットビジネス60(49)、ソリューション40(78)(2018.3),106,123,36.1,4500000
みずほ（旧富士銀）系。不動産リースに強み。再エネ投資や事業運営に傾注。買収でＢＰＯも拡充,リース・割賦87(7)、ファイナンス5(48)、他8(20)(2024.3),860,3771,41.3,8910000
旧興銀系、みずほＦＧの顧客基盤活用。みずほＦＧ、丸紅の持分会社。持分会社にリコーリース,リース・割賦95(4)、ファイナンス5(56)、他0(15)(2024.3),812,2278,43.9,9170000
サービサー法に基づく債権回収会社。米ファンド系企業が再建中。完全子会社化で上場廃止予定,買取債権回収高52、不動産売上高26、不動産賃貸収入11、受託手数料4、他7(2012.3),51,55,43.0,4710000
伊藤忠系、旧第一勧銀系が合併したリース大手。銀行色薄く経営に自由度。事業投資、海外を強化,国内リース34(5)、オートモビリティ25(5)、スペシャルティ23(10)、国際13(6)、環境インフラ4(3)、他0(70)【海外】28(2024.3),1073,8185,44.1,8770000
独立系ベンチャーキャピタル。ベンチャー企業と地域再生ファンドに投資、１０月に持株会社へ,営業投資有価証券3、投資事業組合管理89、コンサルティング7、他0(2024.3),34,35,42.8,5020000
国内外ベンチャー企業投資、ネット証券、保険、銀行など総合金融業を志向。証券口座数首位,金融サービス84(16)、資産運用2(16)、投資7(-9)、暗号資産5(15)、次世代2(-19)【海外】21(2024.3),348,18586,39.8,8970000
証券、保証、債権回収、アジアの銀行等で構成する金融グループ。インドネシアの銀行が成長中,日本金融12(33)、韓国・モンゴル金融42(-7)、東南アジア金融34(-3)、他13(59)【海外】75(2023.12),54,3112,45.7,7560000
制度信用取引の決済に必要な資金・株券の貸付（貸借取引業務）の最大手。総還元性向１００％,貸借取引23、セキュリティ・ファイナンス57、信託銀行6、不動産賃貸2、他12(2024.3),217,277,44.6,9570000
大証の指定証券金融。持分会社にＯＤＫソリューションズ。日証金と合併、７月１７日上場廃止へ,【単独事業】貸借取引26、一般貸付33、株券レポ取引15、有価証券貸付0、他27(2013.3),60,---,41.5,7180000
京都で創業。独立系の消費者金融大手。カード・信販、事業者ローン、信用保証事業も展開,無担保ローン53、有担保ローン2、事業者ローン4、信用購入あっせん収益16、信用保証収益12、他13(2024.3),1286,2735,38.5,5640000
ＶＣ。投資事業は日本と中国で展開。メガソーラー中心に再生可能エネルギーの投資事業拡充,営業投資有価証券売却高51、組合持分利益等42、他7(2024.3),19,39,48.4,8760000
ＳＭＢＣ系カード中堅。ファミマＴカードに注力。伊藤忠、ファミマがＴＯＢ実施し、上場廃止へ,【単独事業】信用購入あっせん77、融資16、他7(2017.2),381,---,41.4,5460000
第二地銀の殖産銀行と山形しあわせ銀行が合併。公的資金注入行。９月２６日上場廃止後、再上場,【資金】定期63、普通33、当座3、通知1、他1【資産】現・預け金2、有価証券22、貸出金73、他3【融資】中小企業等向け83、住宅・消費者向け26(2012.3),968,1051,40.1,5270000
